feature_name,is_selected,importance_column,importance_score,feature_value_by_importance_column
AC_V_AFE_5_8_8_SENSR of 1103959_69_1133529_cp1_cp1p5,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_5_8_8_SENSR of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_5_8_8_SENSR of 1103959_69_1133592_RPP,False,FeatureFilter_variance,0.0,1.0002765486725658
AC_V_AFE_5_8_8_SENSR_INIT of 1103959_69_1133529_YPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_5_8_8_SENSR_INIT of 1103959_69_1133529_cp1_cp1p5,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_5_8_8_SENSR_INIT of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_5_8_8_SENSR_INIT of 1103959_69_1133592_RPP,False,FeatureFilter_variance,0.0,1.0002765486725658
AC_V_AFE_CLN_5_8_8_I0 2 of 1103959_69_1133529_YPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0 2 of 1103959_69_1133529_cp1_cp1p5,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_I0 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0 2 of 1103959_69_1133592_RPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_1133529_cp1,True,FeatureFilter_variance,0.0007794605917297304,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_1133529_cp1_cp1p5_YPP,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_1133529_cp1p5,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_1133592_QPP,True,FeatureFilter_variance,0.00022501658531837165,1.0002765486725662
AC_V_AFE_CLN_5_8_8_I0 of 1103959_69_JPP,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_I0_RAW 2 of 1103959_69_1133529_YPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_RAW 2 of 1103959_69_1133529_cp1_cp1p5,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_RAW 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_RAW 2 of 1103959_69_1133592_RPP,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_I0_RAW of 1103959_69_1133529_cp1,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_RAW of 1103959_69_1133529_cp1p5,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_RAW of 1103959_69_1133592_QPP,True,FeatureFilter_variance,0.0,1.0002765486725667
AC_V_AFE_CLN_5_8_8_I0_RAW of 1103959_69_JPP,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_I0_VSS 2 of 1103959_69_1133529_YPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_VSS 2 of 1103959_69_1133529_cp1_cp1p5,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_VSS 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_I0_VSS 2 of 1103959_69_1133592_RPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_1133529_cp1,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_1133529_cp1p5,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_1133592_QPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_I0_VSS of 1103959_69_JPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_P_F 2 of 1103959_69_1133529_YPP,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_P_F 2 of 1103959_69_1133529_cp1_cp1p5,True,FeatureFilter_variance,0.0,1.0002765486725662
AC_V_AFE_CLN_5_8_8_P_F 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_variance,0.0,0.0
AC_V_AFE_CLN_5_8_8_P_F 2 of 1103959_69_1133592_RPP,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_P_F of 1103959_69_1133529_cp1,True,FeatureFilter_variance,0.0,1.0002765486725664
AC_V_AFE_CLN_5_8_8_P_F of 1103959_69_1133529_cp1_cp1p5_YPP,True,FeatureFilter_variance,0.0,1.0002765486725664
