feature_name,is_selected,importance_column,importance_score,feature_value_by_importance_column
AC_V_GAIN_AFE_CLN_5_8_8 of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.04366551195507245
AC_V_GAIN_AFE_CLN_5_8_8 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,True,FeatureFilter_target_linear_correlation,0.0019263593712821603,0.11057386714506125
AC_V_GAIN_AFE_CLN_5_8_8 of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.06014061330663274
AC_V_GAIN_AFE_CLN_5_8_8 of 1103959_69_1133592_QPP,True,FeatureFilter_target_linear_correlation,0.0013457696186378598,0.10536561186289826
AC_V_GAIN_AFE_CLN_5_8_8 of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.0075589285957114866
AC_V_GAIN_AFE_CLN_5_8_8_RAW 2 of 1103959_69_1133529_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.001643069956714621
AC_V_GAIN_AFE_CLN_5_8_8_RAW 2 of 1103959_69_1133529_cp1_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.0010867100710623503
AC_V_GAIN_AFE_CLN_5_8_8_RAW 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.00029521566812813933
AC_V_GAIN_AFE_CLN_5_8_8_RAW 2 of 1103959_69_1133592_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.0015114144919694584
AC_V_GAIN_AFE_CLN_5_8_8_RAW of 1103959_69_1133529_cp1,True,FeatureFilter_target_linear_correlation,0.00366066861897707,0.10456721734195022
AC_V_GAIN_AFE_CLN_5_8_8_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.04792092986948077
AC_V_GAIN_AFE_CLN_5_8_8_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,True,FeatureFilter_target_linear_correlation,0.005849265493452549,0.10646588260797346
AC_V_GAIN_AFE_CLN_5_8_8_RAW of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.06164717909720686
AC_V_GAIN_AFE_CLN_5_8_8_RAW of 1103959_69_1133592_QPP,True,FeatureFilter_target_linear_correlation,0.011113318614661694,0.1024911721689128
AC_V_GAIN_AFE_CLN_5_8_8_RAW of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.027844447389982693
AC_V_GAIN_AFE_CLP_5_8_8 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.0021875582713186442
AC_V_GAIN_AFE_CLP_5_8_8 of 1103959_69_1133592_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.0023889808182122395
AC_V_GAIN_AFE_CLP_5_8_8_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.035695178586071685
AC_V_GAIN_AFE_CLP_5_8_8_RAW of 1103959_69_1133592_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.006835051529172045
AC_V_GAIN_AFE_CN_FG_SA of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.037621010205626165
AC_V_GAIN_AFE_CN_FG_SA of 1103959_69_1133529_cp1_cp1p5_YPP,True,FeatureFilter_target_linear_correlation,0.01008365023881197,0.11864038944144219
AC_V_GAIN_AFE_CN_FG_SA of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,True,FeatureFilter_target_linear_correlation,0.011315503157675266,0.1138501637160684
AC_V_GAIN_AFE_CN_FG_SA of 1103959_69_1133529_cp1p5,True,FeatureFilter_target_linear_correlation,0.009001675061881542,0.11994585140195042
AC_V_GAIN_AFE_CN_FG_SA of 1103959_69_1133592_QPP,True,FeatureFilter_target_linear_correlation,0.00036705468664877117,0.11451545948707928
AC_V_GAIN_AFE_CN_FG_SA of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.056753712338651785
AC_V_GAIN_AFE_CRN_5_8_8 2 of 1103959_69_1133529_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.0004959090223584864
AC_V_GAIN_AFE_CRN_5_8_8 2 of 1103959_69_1133529_cp1_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.0005920368444890933
AC_V_GAIN_AFE_CRN_5_8_8 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.0002509961200530515
AC_V_GAIN_AFE_CRN_5_8_8 2 of 1103959_69_1133592_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.00023941181066260232
AC_V_GAIN_AFE_CRN_5_8_8 of 1103959_69_1133529_cp1,True,FeatureFilter_target_linear_correlation,0.005498906597495079,0.12855622164032995
AC_V_GAIN_AFE_CRN_5_8_8 of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.09120999061129316
AC_V_GAIN_AFE_CRN_5_8_8 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,True,FeatureFilter_target_linear_correlation,0.015946732833981514,0.11974313985366544
AC_V_GAIN_AFE_CRN_5_8_8 of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.08899977794950628
AC_V_GAIN_AFE_CRN_5_8_8 of 1103959_69_1133592_QPP,True,FeatureFilter_target_linear_correlation,0.007913916371762753,0.10895483183630025
AC_V_GAIN_AFE_CRN_5_8_8 of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.06441134012269606
AC_V_GAIN_AFE_CRN_5_8_8_RAW 2 of 1103959_69_1133529_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.0005177131560044143
AC_V_GAIN_AFE_CRN_5_8_8_RAW 2 of 1103959_69_1133529_cp1_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.0005243052319300033
AC_V_GAIN_AFE_CRN_5_8_8_RAW 2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_target_linear_correlation,0.0,7.39460671655298e-08
AC_V_GAIN_AFE_CRN_5_8_8_RAW 2 of 1103959_69_1133592_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.0015476236939632915
AC_V_GAIN_AFE_CRN_5_8_8_RAW of 1103959_69_1133529_cp1,True,FeatureFilter_target_linear_correlation,0.020469464361667633,0.1396241581457861
AC_V_GAIN_AFE_CRN_5_8_8_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.09481846060515393
AC_V_GAIN_AFE_CRN_5_8_8_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,True,FeatureFilter_target_linear_correlation,0.0031059945467859507,0.11525044667590653
AC_V_GAIN_AFE_CRN_5_8_8_RAW of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.08876248246073193
AC_V_GAIN_AFE_CRN_5_8_8_RAW of 1103959_69_1133592_QPP,True,FeatureFilter_target_linear_correlation,0.004017816390842199,0.10632556781550656
AC_V_GAIN_AFE_CRN_5_8_8_RAW of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.08142189659798049
AC_V_GAIN_AFE_CRP_5_8_8 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.03665470962282936
AC_V_GAIN_AFE_CRP_5_8_8 of 1103959_69_1133592_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.0282386539809562
AC_V_GAIN_AFE_CRP_5_8_8_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_target_linear_correlation,0.0,5.571236233465203e-05
AC_V_GAIN_AFE_CRP_5_8_8_RAW of 1103959_69_1133592_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.017354540906644966
AG_AFE_GAIN_10_1_2_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_10_1_2_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_10_1_2_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_10_1_2_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_10_1_2_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_10_1_2_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_11_2_1_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.003328286134471809
AG_AFE_GAIN_11_2_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_11_2_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_11_2_1_PF of 1103959_69_1133529_cp1p5,True,FeatureFilter_target_linear_correlation,0.0,0.11481779331279031
AG_AFE_GAIN_11_2_1_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_11_2_1_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_2C_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_2C_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_2C_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_2C_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.0035980443312182914
AG_AFE_GAIN_12_2_1_2C_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_2C_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.0035980443312182914
AG_AFE_GAIN_12_2_1_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_12_2_1_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_2C_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_2C_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_2C_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_2C_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_2C_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_2C_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_1_8_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_8_1_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_8_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_8_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_8_1_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_8_1_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_5_8_1_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_2C_PF of 1103959_69_1133529_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_2C_PF of 1103959_69_1133529_cp1_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_2C_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_2C_PF of 1103959_69_1133592_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_1_4_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_4_1_2C_PF of 1103959_69_1133529_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_4_1_2C_PF of 1103959_69_1133529_cp1_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_4_1_2C_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_4_1_2C_PF of 1103959_69_1133592_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_4_1_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.002353128250664543
AG_AFE_GAIN_6_4_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_4_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_4_1_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_4_1_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_6_4_1_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_N_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_N_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_N_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_N_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_N_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_N_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_7_4_1_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_8_2_1_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_8_2_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_8_2_1_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_8_2_1_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_8_2_1_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_8_2_1_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_N_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_N_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_N_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_N_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_N_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_N_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_PF of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_PF of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_PF of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_PF of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_PF of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_AFE_GAIN_9_1_2_PF of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.08217170495045122
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.0813258894483013
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.09372003944141516
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.06368078534944153
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.08668340776645231
AG_V_SELF_GAIN_12_2_1_2C_RAW of 1103959_69_JPP,True,FeatureFilter_target_linear_correlation,0.0006464233156293631,0.10427320779845688
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.06357650231846063
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.022095319359473776
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.020928442749482416
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.02382489940300325
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.001547785326783718
AG_V_SELF_GAIN_12_2_1_2C_VSS of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.07234021164552197
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.05893995282093493
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.05236646673638587
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.05386575045247082
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.04913837869605019
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.04836155648191101
AG_V_SELF_GAIN_7_4_1_N of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.053800083760692306
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.014930253562191393
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.030189194679339185
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.04025882392575278
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.05163541636498719
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.04193010239265105
AG_V_SELF_GAIN_7_4_1_N_RAW of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.021060544413973138
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.08804705692300803
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.023577240154408333
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.02164745140479933
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.027191450469373112
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.00012223444220580242
AG_V_SELF_GAIN_7_4_1_N_VSS of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.07000900300696132
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.0293486916522556
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.0314770530051325
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.03360597904915749
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.034142658700244306
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.03031171320727898
AG_V_SELF_GAIN_9_1_2_N of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.029567865639942743
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.007482965060479473
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.01251427405400705
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.02127606013664726
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.03845477359626534
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.02547216400813026
AG_V_SELF_GAIN_9_1_2_N_RAW of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.0037136866552974755
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.09059076704856436
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.028562046704463998
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.023645422310349197
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_1133529_cp1p5,False,FeatureFilter_target_linear_correlation,0.0,0.025408147471936936
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_1133592_QPP,False,FeatureFilter_target_linear_correlation,0.0,0.0017533169998603915
AG_V_SELF_GAIN_9_1_2_N_VSS of 1103959_69_JPP,False,FeatureFilter_target_linear_correlation,0.0,0.06986259325070168
AG_V_SELF_TEST_GAIN_10_1_2 of 1103959_69_1133529_cp1,False,FeatureFilter_target_linear_correlation,0.0,0.048204336241605035
AG_V_SELF_TEST_GAIN_10_1_2 of 1103959_69_1133529_cp1_cp1p5_YPP,False,FeatureFilter_target_linear_correlation,0.0,0.08729972650408463
AG_V_SELF_TEST_GAIN_10_1_2 of 1103959_69_1133529_cp1_cp1p5_YPP_QPP_RPP,False,FeatureFilter_target_linear_correlation,0.0,0.0904314988697177
