cols
Ro_T_REFOSC_HV of 1103959_69_1133529_cp1p5
Po_T_PTATOSC_LV of 1103959_69_1133529_cp1p5
Po_T_PTATOSC_HV of 1103959_69_1133529_cp1p5
OV_V_OB_VOUT of 1103959_69_1133529_cp1p5
OV_V_OBVOFF of 1103959_69_1133529_cp1p5
OV_V_VSS of 1103959_69_1133529_cp1p5
OV_V_OB_VOUT_RAW of 1103959_69_1133529_cp1p5
OV_V_OB_VOUT_DIG of 1103959_69_1133529_cp1p5
Df_V_VR1V2D_OUT of 1103959_69_1133529_cp1p5
Df_V_VR1V2D_M of 1103959_69_1133529_cp1p5
Df_V_VSS of 1103959_69_1133529_cp1p5
Df_V_VR1V2D_OUT_RAW of 1103959_69_1133529_cp1p5
Df_V_VR1V2D_OUT_DIG of 1103959_69_1133529_cp1p5
ZB_V_V0FVBI_UL of 1103959_69_1133529_cp1p5
ZB_V_V0FVBI_UL_VSS of 1103959_69_1133529_cp1p5
ZB_V_V0FVBI_UL_RAW of 1103959_69_1133529_cp1p5
ZB_V_V0FVBI00_M of 1103959_69_1133529_cp1p5
ZB_V_V0FVBI00_M_VSS of 1103959_69_1133529_cp1p5
ZB_V_V0FVBI00_M_RAW of 1103959_69_1133529_cp1p5
ZB_V_V0FVBIFF_M of 1103959_69_1133529_cp1p5
ZB_V_V0FVBIFF_M_VSS of 1103959_69_1133529_cp1p5
ZB_V_V0FVBIFF_M_RAW of 1103959_69_1133529_cp1p5
Zb_V_ILOUT of 1103959_69_1133529_cp1p5
Zb_V_ILOUT_VSS of 1103959_69_1133529_cp1p5
Zb_V_ILOUT_RAW of 1103959_69_1133529_cp1p5
Zb_V_OBVOH of 1103959_69_1133529_cp1p5
Zb_V_OBVOH_VSS of 1103959_69_1133529_cp1p5
Zb_V_OBVOH_RAW of 1103959_69_1133529_cp1p5
Zb_V_OBVOH_H of 1103959_69_1133529_cp1p5
Zb_V_OBVOH_VSS_H of 1103959_69_1133529_cp1p5
Zb_V_OBVOH_H_RAW of 1103959_69_1133529_cp1p5
Zb_V_OBVOH_L of 1103959_69_1133529_cp1p5
Zb_V_OBVOH_VSS_L of 1103959_69_1133529_cp1p5
Zb_V_OBVOH_L_RAW of 1103959_69_1133529_cp1p5
Zb_V_OBVOL of 1103959_69_1133529_cp1p5
Zb_V_OBVOL_VSS of 1103959_69_1133529_cp1p5
Zb_V_OBVOL_RAW of 1103959_69_1133529_cp1p5
Zb_V_OBVOL_L of 1103959_69_1133529_cp1p5
Zb_V_OBVOL_VSS_L of 1103959_69_1133529_cp1p5
Zb_V_OBVOL_L_RAW of 1103959_69_1133529_cp1p5
Zb_V_OBVOL_H of 1103959_69_1133529_cp1p5
Zb_V_OBVOL_VSS_H of 1103959_69_1133529_cp1p5
Zb_V_OBVOL_H_RAW of 1103959_69_1133529_cp1p5
Zb_I_OBSHORT of 1103959_69_1133529_cp1p5
Zb_I_OBSHORT_VSS of 1103959_69_1133529_cp1p5
Zb_I_OBSHORTL of 1103959_69_1133529_cp1p5
Zb_I_OBSHORTL_VSS of 1103959_69_1133529_cp1p5
AI_V_V0FVBI_SELF of 1103959_69_1133529_cp1p5
AI_F_SAFE of 1103959_69_1133529_cp1p5
AI_RETRY of 1103959_69_1133529_cp1p5
AI_V_V0FVBI_SELF_VSS of 1103959_69_1133529_cp1p5
AI_V_V0FVBI_SELF_RAW of 1103959_69_1133529_cp1p5
AG_V_SELF_TEST_GAIN_6_4_1 of 1103959_69_1133529_cp1p5
AG_AFE_GAIN_6_4_1_PF of 1103959_69_1133529_cp1p5
AG_V_SELF_TEST_GAIN_6_4_1_VSS of 1103959_69_1133529_cp1p5
AG_V_SELF_TEST_GAIN_6_4_1_RAW of 1103959_69_1133529_cp1p5
AG_V_SELF_TEST_GAIN_6_1_4 of 1103959_69_1133529_cp1p5
AG_AFE_GAIN_6_1_4_PF of 1103959_69_1133529_cp1p5
